Time,T1_t1,T2_t1,T3_t1,T4_t1,T1_t2,T2_t2,T3_t2,T4_t2,T1_t3,T2_t3,T3_t3,T4_t3
65,0.60,0.74,0.57,0.35,0.53,0.60,0.45,0.36,0.50,0.66,0.46,0.24
65.25,0.50,0.74,0.47,0.35,0.53,0.60,0.45,0.36,0.50,0.56,0.46,0.24
65.5,0.60,0.74,0.47,0.35,0.53,0.60,0.45,0.36,0.50,0.56,0.46,0.24
65.75,0.50,0.74,0.47,0.35,0.53,0.60,0.45,0.36,0.50,0.66,0.46,0.24
66,0.60,0.74,0.47,0.35,0.53,0.60,0.35,0.36,0.50,0.66,0.46,0.24
66.25,0.60,0.74,0.47,0.35,0.53,0.60,0.35,0.36,0.50,0.56,0.46,0.24
66.5,0.60,0.74,0.47,0.35,0.53,0.60,0.45,0.36,0.50,0.56,0.46,0.24
66.75,0.60,0.74,0.47,0.45,0.53,0.60,0.45,0.36,0.50,0.56,0.46,0.24
67,0.60,0.74,0.47,0.35,0.53,0.60,0.35,0.36,0.50,0.56,0.46,0.24
67.25,0.60,0.64,0.47,0.45,0.53,0.60,0.45,0.36,0.50,0.46,0.46,0.24
67.5,0.60,0.74,0.47,0.35,0.53,0.60,0.45,0.36,0.50,0.56,0.46,0.24
67.75,0.60,0.74,0.47,0.45,0.53,0.60,0.35,0.26,0.50,0.56,0.46,0.24
68,0.60,0.74,0.47,0.35,0.53,0.60,0.45,0.36,0.50,0.56,0.46,0.24
68.25,0.60,0.64,0.47,0.35,0.53,0.60,0.45,0.36,0.50,0.56,0.46,0.24
68.5,0.60,0.74,0.47,0.45,0.53,0.60,0.35,0.26,0.50,0.56,0.46,0.24
68.75,0.60,0.64,0.47,0.45,0.53,0.60,0.45,0.36,0.50,0.56,0.46,0.24
69,0.60,0.64,0.37,0.35,0.53,0.60,0.35,0.36,0.50,0.56,0.46,0.24
69.25,0.60,0.64,0.47,0.35,0.43,0.60,0.35,0.26,0.50,0.56,0.36,0.24
69.5,0.60,0.64,0.47,0.35,0.43,0.60,0.45,0.26,0.50,0.56,0.36,0.24
69.75,0.60,0.64,0.37,0.35,0.43,0.60,0.35,0.26,0.50,0.46,0.46,0.34
70,0.60,0.64,0.47,0.35,0.43,0.60,0.35,0.26,0.50,0.46,0.46,0.34
70.25,0.60,0.64,0.47,0.35,0.43,0.60,0.35,0.26,0.50,0.56,0.36,0.34
70.5,0.60,0.64,0.47,0.35,0.43,0.60,0.35,0.36,0.50,0.56,0.46,0.34
70.75,0.60,0.64,0.47,0.35,0.43,0.60,0.35,0.26,0.50,0.56,0.46,0.34
71,0.60,0.64,0.47,0.35,0.43,0.60,0.35,0.26,0.50,0.56,0.46,0.34
71.25,0.50,0.64,0.47,0.35,0.43,0.50,0.35,0.26,0.50,0.56,0.46,0.34
71.5,0.60,0.64,0.47,0.35,0.43,0.50,0.35,0.26,0.50,0.46,0.46,0.34
71.75,0.50,0.64,0.47,0.35,0.43,0.60,0.45,0.26,0.50,0.46,0.36,0.34
72,0.50,0.64,0.47,0.35,0.43,0.60,0.45,0.26,0.50,0.46,0.36,0.24
72.25,0.50,0.64,0.47,0.35,0.43,0.60,0.35,0.26,0.40,0.56,0.36,0.24
72.5,0.50,0.54,0.47,0.25,0.53,0.60,0.45,0.26,0.50,0.46,0.36,0.24
72.75,0.50,0.64,0.47,0.35,0.53,0.60,0.35,0.26,0.40,0.46,0.36,0.24
73,0.50,0.54,0.47,0.35,0.53,0.60,0.45,0.26,0.40,0.46,0.36,0.24
73.25,0.50,0.64,0.47,0.35,0.53,0.60,0.45,0.26,0.40,0.46,0.36,0.24
73.5,0.50,0.64,0.47,0.35,0.53,0.60,0.45,0.26,0.40,0.46,0.36,0.24
73.75,0.50,0.64,0.47,0.35,0.53,0.50,0.45,0.26,0.40,0.46,0.36,0.24
74,0.50,0.64,0.47,0.35,0.53,0.50,0.35,0.26,0.50,0.46,0.36,0.24
74.25,0.50,0.64,0.47,0.35,0.53,0.50,0.35,0.26,0.40,0.46,0.36,0.24
74.5,0.50,0.64,0.47,0.35,0.53,0.50,0.45,0.26,0.40,0.46,0.36,0.24
74.75,0.50,0.64,0.47,0.35,0.53,0.50,0.35,0.26,0.40,0.46,0.36,0.24
75,0.50,0.64,0.37,0.35,0.43,0.50,0.35,0.26,0.50,0.46,0.36,0.24
75.25,0.50,0.64,0.47,0.35,0.53,0.50,0.35,0.26,0.40,0.46,0.36,0.24
75.5,0.50,0.64,0.47,0.35,0.43,0.50,0.35,0.26,0.40,0.46,0.26,0.24
75.75,0.50,0.64,0.47,0.35,0.43,0.50,0.35,0.26,0.40,0.46,0.36,0.24
76,0.50,0.64,0.37,0.35,0.43,0.50,0.35,0.26,0.40,0.46,0.36,0.24
76.25,0.50,0.64,0.47,0.35,0.43,0.50,0.35,0.26,0.40,0.46,0.36,0.24
76.5,0.50,0.64,0.47,0.35,0.43,0.50,0.35,0.26,0.40,0.46,0.36,0.24
76.75,0.50,0.64,0.47,0.35,0.43,0.50,0.35,0.26,0.40,0.46,0.36,0.24
77,0.50,0.64,0.37,0.35,0.43,0.50,0.35,0.26,0.40,0.46,0.26,0.24
77.25,0.50,0.64,0.37,0.35,0.43,0.50,0.35,0.26,0.30,0.46,0.26,0.24
77.5,0.50,0.64,0.47,0.35,0.43,0.50,0.35,0.26,0.40,0.46,0.36,0.24
77.75,0.50,0.64,0.37,0.35,0.43,0.50,0.45,0.26,0.40,0.46,0.26,0.24
78,0.60,0.54,0.37,0.35,0.43,0.50,0.35,0.26,0.40,0.46,0.36,0.24
78.25,0.60,0.54,0.47,0.35,0.43,0.50,0.35,0.26,0.40,0.46,0.36,0.24
78.5,0.50,0.54,0.37,0.35,0.53,0.50,0.35,0.26,0.40,0.46,0.26,0.24
78.75,0.60,0.54,0.37,0.35,0.43,0.50,0.35,0.36,0.40,0.46,0.26,0.24
79,0.50,0.54,0.37,0.35,0.43,0.50,0.35,0.26,0.40,0.46,0.36,0.24
79.25,0.50,0.64,0.37,0.35,0.43,0.50,0.35,0.26,0.40,0.46,0.36,0.24
79.5,0.50,0.54,0.37,0.35,0.43,0.50,0.35,0.26,0.40,0.46,0.36,0.24
79.75,0.60,0.54,0.37,0.35,0.43,0.50,0.35,0.26,0.30,0.46,0.26,0.14
80,0.50,0.54,0.37,0.35,0.43,0.50,0.35,0.26,0.30,0.46,0.26,0.14
80.25,0.50,0.54,0.37,0.35,0.43,0.50,0.35,0.26,0.40,0.46,0.36,0.24
80.5,0.50,0.54,0.47,0.35,0.43,0.50,0.35,0.26,0.40,0.46,0.26,0.24
80.75,0.50,0.54,0.47,0.35,0.43,0.50,0.35,0.36,0.30,0.46,0.26,0.24
81,0.50,0.54,0.47,0.35,0.43,0.50,0.35,0.26,0.40,0.46,0.26,0.24
81.25,0.50,0.54,0.47,0.35,0.43,0.50,0.35,0.26,0.30,0.46,0.36,0.24
81.5,0.50,0.54,0.47,0.35,0.43,0.50,0.35,0.26,0.40,0.46,0.36,0.24
81.75,0.50,0.54,0.47,0.35,0.43,0.50,0.35,0.36,0.40,0.46,0.36,0.24
82,0.50,0.54,0.47,0.35,0.43,0.50,0.35,0.26,0.30,0.46,0.36,0.24
82.25,0.50,0.54,0.37,0.35,0.43,0.50,0.35,0.26,0.40,0.46,0.36,0.24
82.5,0.50,0.54,0.47,0.35,0.43,0.50,0.35,0.36,0.30,0.46,0.36,0.14
82.75,0.50,0.54,0.37,0.35,0.43,0.50,0.35,0.26,0.40,0.46,0.36,0.24
83,0.50,0.54,0.47,0.35,0.43,0.50,0.35,0.26,0.40,0.46,0.36,0.24
83.25,0.50,0.54,0.47,0.35,0.43,0.50,0.35,0.26,0.40,0.36,0.36,0.14
83.5,0.50,0.54,0.37,0.35,0.43,0.50,0.35,0.26,0.40,0.46,0.36,0.24
83.75,0.50,0.64,0.37,0.35,0.43,0.50,0.35,0.26,0.40,0.46,0.36,0.14
84,0.50,0.54,0.37,0.35,0.43,0.50,0.35,0.26,0.40,0.46,0.36,0.24
84.25,0.50,0.64,0.37,0.35,0.43,0.50,0.35,0.26,0.40,0.46,0.36,0.14
84.5,0.50,0.54,0.37,0.35,0.43,0.50,0.35,0.36,0.40,0.36,0.26,0.14
84.75,0.50,0.64,0.37,0.25,0.43,0.50,0.35,0.26,0.40,0.36,0.36,0.14
85,0.50,0.54,0.47,0.35,0.43,0.50,0.35,0.26,0.40,0.36,0.36,0.14
85.25,0.40,0.54,0.37,0.35,0.43,0.50,0.35,0.26,0.40,0.46,0.36,0.24
85.5,0.50,0.54,0.37,0.35,0.33,0.50,0.35,0.26,0.40,0.36,0.36,0.24
85.75,0.50,0.54,0.37,0.35,0.43,0.50,0.35,0.26,0.40,0.36,0.36,0.14
86,0.50,0.54,0.37,0.35,0.33,0.50,0.35,0.26,0.40,0.36,0.36,0.24
86.25,0.40,0.54,0.37,0.35,0.33,0.50,0.35,0.26,0.40,0.36,0.36,0.14
86.5,0.50,0.54,0.37,0.35,0.43,0.50,0.35,0.26,0.40,0.36,0.36,0.14
86.75,0.50,0.54,0.37,0.35,0.33,0.50,0.35,0.26,0.40,0.36,0.36,0.14
87,0.50,0.44,0.37,0.35,0.33,0.50,0.35,0.26,0.40,0.36,0.36,0.14
87.25,0.50,0.54,0.37,0.35,0.43,0.50,0.35,0.26,0.40,0.36,0.36,0.14
87.5,0.50,0.54,0.37,0.35,0.43,0.40,0.35,0.26,0.40,0.36,0.36,0.14
87.75,0.50,0.54,0.37,0.35,0.43,0.50,0.35,0.26,0.30,0.36,0.26,0.14
88,0.50,0.54,0.37,0.35,0.43,0.40,0.35,0.26,0.30,0.26,0.26,0.24
88.25,0.50,0.54,0.37,0.35,0.43,0.40,0.35,0.16,0.40,0.26,0.36,0.24
88.5,0.50,0.54,0.37,0.35,0.43,0.50,0.35,0.26,0.40,0.36,0.36,0.24
88.75,0.50,0.54,0.37,0.35,0.43,0.40,0.35,0.26,0.30,0.36,0.36,0.24
89,0.50,0.54,0.37,0.35,0.43,0.40,0.35,0.26,0.40,0.36,0.36,0.24
89.25,0.50,0.54,0.37,0.35,0.43,0.50,0.35,0.26,0.40,0.36,0.36,0.24
89.5,0.50,0.44,0.37,0.35,0.43,0.40,0.35,0.26,0.40,0.36,0.36,0.24
89.75,0.50,0.54,0.37,0.35,0.43,0.50,0.35,0.16,0.40,0.36,0.36,0.24
90,0.50,0.54,0.37,0.35,0.43,0.40,0.35,0.16,0.30,0.26,0.36,0.24
90.25,0.50,0.44,0.37,0.35,0.43,0.40,0.35,0.16,0.40,0.26,0.26,0.24
90.5,0.50,0.44,0.37,0.35,0.43,0.40,0.35,0.26,0.40,0.36,0.36,0.24
90.75,0.50,0.44,0.37,0.35,0.43,0.40,0.35,0.16,0.40,0.36,0.26,0.24
91,0.50,0.54,0.37,0.35,0.43,0.40,0.35,0.26,0.40,0.36,0.36,0.24
91.25,0.40,0.44,0.37,0.35,0.43,0.40,0.35,0.16,0.30,0.36,0.36,0.24
91.5,0.50,0.44,0.37,0.35,0.43,0.40,0.35,0.16,0.40,0.36,0.36,0.24
91.75,0.50,0.54,0.37,0.35,0.43,0.40,0.35,0.26,0.40,0.36,0.36,0.24
92,0.40,0.54,0.37,0.35,0.33,0.40,0.35,0.16,0.40,0.36,0.26,0.24
92.25,0.40,0.54,0.37,0.35,0.43,0.40,0.35,0.26,0.30,0.36,0.36,0.24
92.5,0.50,0.54,0.37,0.35,0.43,0.40,0.35,0.16,0.40,0.36,0.26,0.24
92.75,0.50,0.54,0.37,0.35,0.43,0.40,0.35,0.26,0.40,0.36,0.26,0.24
93,0.40,0.54,0.37,0.35,0.33,0.40,0.35,0.26,0.40,0.36,0.26,0.24
93.25,0.50,0.54,0.37,0.35,0.33,0.40,0.35,0.26,0.40,0.36,0.26,0.24
93.5,0.50,0.54,0.37,0.45,0.43,0.40,0.25,0.26,0.40,0.36,0.26,0.24
93.75,0.40,0.54,0.37,0.25,0.43,0.40,0.35,0.26,0.30,0.36,0.36,0.24
94,0.50,0.54,0.37,0.35,0.43,0.40,0.35,0.26,0.40,0.36,0.36,0.24
94.25,0.50,0.54,0.37,0.35,0.43,0.40,0.35,0.26,0.30,0.36,0.26,0.24
94.5,0.40,0.54,0.37,0.35,0.43,0.40,0.35,0.26,0.30,0.36,0.26,0.24
94.75,0.50,0.54,0.37,0.35,0.43,0.40,0.25,0.26,0.40,0.36,0.26,0.24
95,0.40,0.44,0.37,0.35,0.43,0.40,0.25,0.26,0.40,0.36,0.36,0.24
95.25,0.40,0.54,0.37,0.35,0.43,0.40,0.35,0.26,0.30,0.36,0.36,0.24
95.5,0.50,0.54,0.47,0.35,0.43,0.40,0.35,0.26,0.30,0.36,0.26,0.24
95.75,0.50,0.54,0.37,0.35,0.33,0.40,0.35,0.26,0.40,0.36,0.26,0.24
96,0.40,0.54,0.37,0.35,0.43,0.40,0.25,0.26,0.30,0.36,0.26,0.24
96.25,0.40,0.54,0.37,0.25,0.33,0.40,0.25,0.26,0.30,0.36,0.26,0.24
96.5,0.40,0.44,0.37,0.25,0.33,0.40,0.25,0.26,0.40,0.36,0.26,0.14
96.75,0.40,0.44,0.37,0.35,0.33,0.40,0.25,0.26,0.30,0.36,0.36,0.24
97,0.40,0.44,0.37,0.35,0.43,0.40,0.25,0.26,0.30,0.36,0.26,0.24
97.25,0.40,0.44,0.37,0.35,0.33,0.40,0.25,0.26,0.30,0.36,0.26,0.24
97.5,0.40,0.44,0.37,0.35,0.33,0.40,0.25,0.26,0.30,0.36,0.26,0.24
97.75,0.40,0.44,0.37,0.35,0.33,0.40,0.25,0.26,0.30,0.36,0.26,0.24
98,0.40,0.44,0.37,0.35,0.43,0.40,0.25,0.26,0.30,0.36,0.26,0.24
98.25,0.40,0.44,0.37,0.35,0.33,0.40,0.25,0.26,0.30,0.36,0.26,0.24
98.5,0.40,0.44,0.37,0.35,0.33,0.40,0.25,0.26,0.30,0.36,0.26,0.14
98.75,0.40,0.44,0.37,0.35,0.33,0.40,0.25,0.26,0.30,0.36,0.26,0.24
99,0.40,0.44,0.37,0.35,0.33,0.40,0.25,0.26,0.30,0.36,0.26,0.14
99.25,0.50,0.44,0.37,0.35,0.33,0.40,0.25,0.26,0.30,0.36,0.26,0.24
99.5,0.50,0.44,0.37,0.35,0.33,0.40,0.25,0.26,0.30,0.36,0.26,0.24
99.75,0.50,0.44,0.27,0.35,0.33,0.40,0.25,0.26,0.30,0.36,0.26,0.24
100,0.40,0.44,0.37,0.35,0.33,0.40,0.35,0.26,0.30,0.36,0.26,0.14
100.25,0.50,0.44,0.37,0.35,0.33,0.40,0.25,0.26,0.30,0.36,0.26,0.24
100.5,0.50,0.44,0.37,0.35,0.33,0.40,0.25,0.26,0.30,0.36,0.26,0.24
100.75,0.50,0.44,0.37,0.35,0.33,0.40,0.25,0.26,0.30,0.36,0.26,0.24
101,0.50,0.44,0.37,0.35,0.43,0.40,0.25,0.26,0.30,0.36,0.26,0.24
101.25,0.50,0.44,0.37,0.35,0.33,0.40,0.25,0.26,0.30,0.36,0.26,0.14
101.5,0.40,0.44,0.37,0.35,0.33,0.40,0.25,0.26,0.30,0.36,0.26,0.24
101.75,0.40,0.44,0.37,0.35,0.33,0.40,0.25,0.26,0.30,0.36,0.26,0.24
102,0.50,0.44,0.37,0.35,0.33,0.40,0.25,0.26,0.30,0.36,0.16,0.24
102.25,0.50,0.44,0.37,0.35,0.33,0.40,0.25,0.26,0.30,0.36,0.26,0.14
102.5,0.40,0.44,0.37,0.35,0.33,0.40,0.25,0.26,0.30,0.26,0.26,0.24
102.75,0.50,0.44,0.37,0.35,0.33,0.40,0.25,0.26,0.20,0.36,0.26,0.24
103,0.40,0.44,0.37,0.35,0.33,0.40,0.35,0.16,0.30,0.26,0.26,0.24
103.25,0.50,0.44,0.37,0.35,0.33,0.30,0.35,0.16,0.30,0.36,0.26,0.24
103.5,0.50,0.54,0.37,0.35,0.33,0.40,0.35,0.16,0.30,0.36,0.26,0.24
103.75,0.40,0.54,0.37,0.35,0.33,0.40,0.35,0.26,0.20,0.26,0.26,0.14
104,0.40,0.54,0.37,0.35,0.33,0.30,0.35,0.26,0.30,0.26,0.26,0.14
104.25,0.40,0.54,0.37,0.35,0.33,0.40,0.25,0.16,0.20,0.36,0.26,0.24
104.5,0.40,0.54,0.37,0.35,0.33,0.40,0.35,0.26,0.30,0.36,0.26,0.14
104.75,0.40,0.54,0.37,0.35,0.33,0.40,0.35,0.16,0.20,0.36,0.26,0.14
105,0.40,0.44,0.27,0.35,0.33,0.30,0.25,0.16,0.30,0.26,0.26,0.14
105.25,0.40,0.44,0.37,0.35,0.33,0.30,0.35,0.16,0.30,0.26,0.26,0.14
105.5,0.40,0.54,0.37,0.35,0.33,0.30,0.25,0.16,0.30,0.26,0.26,0.14
105.75,0.40,0.44,0.37,0.35,0.33,0.30,0.25,0.16,0.30,0.26,0.26,0.14
106,0.40,0.44,0.37,0.35,0.33,0.30,0.25,0.16,0.30,0.26,0.26,0.14
106.25,0.40,0.44,0.37,0.35,0.33,0.30,0.35,0.16,0.30,0.26,0.26,0.14
106.5,0.40,0.44,0.37,0.35,0.33,0.30,0.25,0.16,0.30,0.26,0.26,0.14
106.75,0.40,0.44,0.37,0.35,0.33,0.30,0.25,0.16,0.30,0.26,0.26,0.14
107,0.40,0.44,0.37,0.35,0.33,0.40,0.35,0.26,0.30,0.26,0.26,0.14
107.25,0.40,0.44,0.37,0.25,0.33,0.40,0.25,0.16,0.30,0.26,0.26,0.14
107.5,0.40,0.44,0.37,0.25,0.33,0.30,0.25,0.16,0.30,0.26,0.26,0.14
107.75,0.40,0.44,0.27,0.25,0.33,0.30,0.25,0.16,0.30,0.26,0.26,0.14
108,0.40,0.44,0.27,0.25,0.33,0.30,0.35,0.26,0.30,0.26,0.26,0.14
108.25,0.40,0.44,0.37,0.25,0.33,0.30,0.35,0.16,0.30,0.26,0.26,0.14
108.5,0.40,0.44,0.27,0.25,0.33,0.30,0.25,0.16,0.30,0.26,0.26,0.14
108.75,0.40,0.44,0.37,0.35,0.33,0.40,0.35,0.16,0.30,0.26,0.26,0.14
109,0.40,0.44,0.37,0.35,0.33,0.30,0.25,0.16,0.30,0.26,0.26,0.14
109.25,0.40,0.44,0.37,0.35,0.33,0.30,0.25,0.16,0.30,0.26,0.26,0.14
109.5,0.40,0.44,0.27,0.35,0.33,0.30,0.25,0.16,0.30,0.16,0.26,0.14
109.75,0.40,0.44,0.37,0.35,0.33,0.40,0.25,0.16,0.30,0.26,0.26,0.14
110,0.40,0.44,0.27,0.35,0.33,0.40,0.25,0.16,0.30,0.16,0.26,0.14
110.25,0.40,0.44,0.27,0.35,0.33,0.40,0.25,0.16,0.30,0.26,0.26,0.14
110.5,0.40,0.44,0.27,0.35,0.43,0.40,0.35,0.16,0.30,0.26,0.26,0.14
110.75,0.40,0.44,0.27,0.35,0.33,0.40,0.25,0.16,0.30,0.26,0.26,0.14
111,0.40,0.44,0.37,0.35,0.33,0.40,0.25,0.16,0.30,0.26,0.26,0.14
111.25,0.40,0.44,0.37,0.35,0.33,0.40,0.25,0.16,0.30,0.26,0.26,0.14
111.5,0.40,0.44,0.37,0.35,0.33,0.40,0.35,0.16,0.30,0.26,0.26,0.14
111.75,0.40,0.44,0.37,0.35,0.33,0.40,0.25,0.16,0.30,0.26,0.26,0.14
112,0.40,0.44,0.37,0.35,0.33,0.40,0.25,0.16,0.30,0.26,0.26,0.14
112.25,0.40,0.44,0.37,0.35,0.33,0.40,0.25,0.16,0.30,0.26,0.26,0.14
112.5,0.50,0.44,0.37,0.35,0.33,0.30,0.25,0.16,0.30,0.26,0.26,0.14
112.75,0.50,0.44,0.37,0.35,0.33,0.40,0.25,0.16,0.30,0.26,0.26,0.14
113,0.50,0.44,0.37,0.35,0.33,0.40,0.25,0.16,0.30,0.26,0.26,0.14
113.25,0.40,0.44,0.37,0.35,0.33,0.40,0.25,0.26,0.30,0.26,0.26,0.14
113.5,0.40,0.44,0.37,0.35,0.33,0.40,0.25,0.26,0.30,0.26,0.26,0.14
113.75,0.50,0.44,0.37,0.35,0.33,0.40,0.25,0.26,0.20,0.26,0.16,0.14
114,0.40,0.44,0.27,0.25,0.33,0.40,0.25,0.26,0.30,0.26,0.26,0.14
114.25,0.40,0.44,0.27,0.35,0.33,0.40,0.25,0.26,0.30,0.26,0.26,0.14
114.5,0.40,0.44,0.37,0.35,0.33,0.40,0.25,0.26,0.30,0.26,0.26,0.14
114.75,0.40,0.44,0.37,0.35,0.33,0.40,0.25,0.26,0.30,0.26,0.16,0.14
115,0.40,0.44,0.37,0.35,0.33,0.40,0.25,0.26,0.30,0.26,0.26,0.14
115.25,0.40,0.44,0.27,0.35,0.33,0.40,0.25,0.26,0.30,0.26,0.26,0.14
115.5,0.40,0.44,0.27,0.35,0.33,0.40,0.25,0.26,0.30,0.26,0.26,0.14
115.75,0.40,0.44,0.27,0.25,0.33,0.40,0.25,0.26,0.30,0.26,0.26,0.14
116,0.50,0.44,0.27,0.35,0.33,0.40,0.25,0.26,0.30,0.26,0.26,0.14
116.25,0.50,0.44,0.37,0.25,0.33,0.30,0.25,0.26,0.30,0.26,0.26,0.14
116.5,0.40,0.44,0.37,0.35,0.33,0.30,0.25,0.26,0.30,0.26,0.26,0.14
116.75,0.40,0.44,0.37,0.25,0.33,0.40,0.25,0.26,0.30,0.26,0.26,0.14
117,0.40,0.44,0.27,0.35,0.33,0.40,0.25,0.26,0.30,0.26,0.26,0.14
117.25,0.40,0.44,0.37,0.35,0.33,0.30,0.15,0.26,0.30,0.26,0.26,0.14
117.5,0.40,0.44,0.27,0.35,0.33,0.30,0.25,0.26,0.30,0.26,0.26,0.14
117.75,0.40,0.44,0.27,0.25,0.33,0.40,0.25,0.26,0.30,0.26,0.36,0.14
118,0.40,0.44,0.27,0.25,0.33,0.40,0.25,0.26,0.30,0.26,0.26,0.14
118.25,0.40,0.44,0.27,0.25,0.33,0.40,0.25,0.16,0.30,0.26,0.26,0.14
118.5,0.40,0.34,0.27,0.25,0.23,0.30,0.25,0.26,0.20,0.26,0.26,0.14
118.75,0.40,0.34,0.27,0.25,0.33,0.30,0.25,0.26,0.30,0.26,0.26,0.14
119,0.40,0.44,0.27,0.25,0.33,0.30,0.25,0.26,0.30,0.26,0.26,0.14
119.25,0.30,0.44,0.27,0.25,0.23,0.30,0.25,0.26,0.30,0.26,0.26,0.14
119.5,0.40,0.34,0.27,0.25,0.33,0.30,0.25,0.26,0.30,0.26,0.26,0.14
119.75,0.40,0.34,0.27,0.25,0.33,0.30,0.25,0.16,0.30,0.26,0.26,0.14
120,0.30,0.34,0.27,0.25,0.23,0.30,0.25,0.16,0.30,0.26,0.26,0.14
120.25,0.40,0.44,0.27,0.25,0.33,0.30,0.25,0.26,0.30,0.26,0.26,0.14
120.5,0.30,0.44,0.27,0.25,0.23,0.30,0.25,0.16,0.30,0.26,0.26,0.14
120.75,0.40,0.34,0.27,0.25,0.23,0.30,0.25,0.16,0.30,0.26,0.26,0.14
121,0.40,0.34,0.27,0.25,0.23,0.30,0.25,0.26,0.30,0.26,0.26,0.14
121.25,0.40,0.34,0.27,0.25,0.23,0.30,0.25,0.26,0.30,0.26,0.26,0.14
121.5,0.40,0.44,0.27,0.35,0.23,0.30,0.25,0.16,0.20,0.16,0.16,0.14
121.75,0.40,0.34,0.27,0.35,0.23,0.30,0.25,0.16,0.30,0.26,0.26,0.14
122,0.40,0.34,0.27,0.35,0.33,0.30,0.25,0.16,0.20,0.26,0.26,0.24
122.25,0.40,0.34,0.27,0.35,0.23,0.30,0.25,0.26,0.30,0.26,0.26,0.24
122.5,0.40,0.34,0.27,0.35,0.33,0.30,0.25,0.26,0.30,0.26,0.26,0.24
122.75,0.40,0.34,0.27,0.35,0.33,0.30,0.25,0.26,0.30,0.36,0.26,0.24
123,0.40,0.44,0.37,0.35,0.33,0.30,0.25,0.26,0.30,0.26,0.26,0.24
123.25,0.40,0.44,0.37,0.35,0.23,0.30,0.25,0.26,0.30,0.26,0.26,0.24
123.5,0.40,0.44,0.37,0.35,0.33,0.30,0.25,0.26,0.20,0.26,0.26,0.24
123.75,0.40,0.44,0.37,0.35,0.23,0.30,0.25,0.16,0.30,0.26,0.26,0.24
124,0.40,0.44,0.27,0.35,0.23,0.30,0.25,0.16,0.30,0.26,0.26,0.24
124.25,0.40,0.44,0.37,0.35,0.23,0.30,0.25,0.26,0.30,0.26,0.26,0.24
124.5,0.40,0.44,0.37,0.35,0.23,0.30,0.35,0.26,0.20,0.26,0.26,0.24
124.75,0.40,0.44,0.37,0.35,0.23,0.30,0.25,0.16,0.30,0.26,0.16,0.24
125,0.40,0.44,0.27,0.35,0.33,0.30,0.25,0.16,0.20,0.26,0.26,0.14
125.25,0.40,0.44,0.37,0.25,0.33,0.30,0.25,0.16,0.20,0.26,0.26,0.24
125.5,0.40,0.44,0.37,0.25,0.33,0.30,0.25,0.16,0.30,0.26,0.26,0.24
125.75,0.40,0.44,0.27,0.35,0.33,0.30,0.25,0.26,0.30,0.26,0.26,0.24
126,0.40,0.44,0.27,0.35,0.33,0.30,0.25,0.16,0.30,0.26,0.26,0.14
126.25,0.40,0.44,0.27,0.25,0.33,0.30,0.25,0.16,0.30,0.26,0.16,0.14
126.5,0.40,0.44,0.27,0.25,0.33,0.30,0.25,0.26,0.20,0.26,0.16,0.14
126.75,0.40,0.44,0.27,0.35,0.33,0.30,0.25,0.26,0.20,0.26,0.16,0.14
127,0.40,0.44,0.27,0.25,0.33,0.30,0.25,0.16,0.30,0.26,0.16,0.24
127.25,0.40,0.44,0.37,0.25,0.33,0.30,0.25,0.16,0.20,0.26,0.26,0.24
127.5,0.30,0.34,0.27,0.25,0.33,0.30,0.25,0.26,0.20,0.26,0.26,0.24
127.75,0.40,0.44,0.27,0.25,0.33,0.30,0.25,0.26,0.20,0.26,0.16,0.24
128,0.40,0.34,0.27,0.35,0.33,0.30,0.25,0.16,0.20,0.26,0.16,0.14
128.25,0.40,0.44,0.27,0.25,0.33,0.30,0.25,0.16,0.20,0.26,0.16,0.24
128.5,0.30,0.34,0.27,0.25,0.33,0.30,0.25,0.16,0.20,0.16,0.16,0.14
128.75,0.40,0.44,0.27,0.25,0.33,0.30,0.25,0.16,0.20,0.26,0.16,0.14
129,0.40,0.34,0.27,0.25,0.33,0.30,0.25,0.16,0.20,0.16,0.16,0.24
129.25,0.40,0.34,0.27,0.25,0.33,0.30,0.25,0.26,0.20,0.26,0.16,0.14
129.5,0.40,0.34,0.27,0.25,0.33,0.30,0.25,0.16,0.20,0.26,0.16,0.14
129.75,0.30,0.34,0.27,0.25,0.33,0.30,0.15,0.16,0.20,0.26,0.26,0.24
130,0.40,0.34,0.27,0.25,0.33,0.30,0.25,0.16,0.20,0.26,0.16,0.24
130.25,0.30,0.44,0.27,0.25,0.33,0.30,0.25,0.16,0.20,0.16,0.16,0.14
130.5,0.40,0.34,0.27,0.25,0.33,0.30,0.25,0.16,0.20,0.16,0.16,0.14
130.75,0.40,0.44,0.27,0.25,0.33,0.30,0.25,0.16,0.20,0.16,0.16,0.14
131,0.40,0.34,0.27,0.25,0.33,0.30,0.25,0.16,0.20,0.16,0.16,0.14
131.25,0.30,0.44,0.27,0.25,0.33,0.30,0.25,0.16,0.20,0.16,0.16,0.14
131.5,0.30,0.34,0.27,0.25,0.33,0.30,0.25,0.16,0.20,0.16,0.16,0.14
131.75,0.40,0.34,0.27,0.25,0.33,0.40,0.25,0.16,0.20,0.16,0.16,0.24
132,0.40,0.34,0.27,0.25,0.33,0.30,0.25,0.16,0.20,0.16,0.16,0.14
132.25,0.40,0.44,0.27,0.25,0.33,0.30,0.25,0.16,0.20,0.16,0.16,0.14
